id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
19,benrenshoucui,2.1,一次确认,啊我知道但是操作不了现在,啊我知道但是操作不了现在,3.2,不同意今日还款,yes
20,benrenshoucui,2.1,一次确认,零天吗这两天忙没时间,零天吗这两天忙没时间,3.2,不同意今日还款,yes
21,df,2.1,一次确认,哦哦今天才知道你现你现在扣吗现在我班都还不了我都我里面昨天太忙了嗯都没存钱嘛,哦今天才知道你现你现在扣吗现在我班都还不了我都我里面昨天太忙了嗯都没存钱嘛,3.2,不同意今日还款,yes
22,benrenshoucui,2.1,一次确认,现在这两这两天就还上了,现在这两这两天就还上了,3.2,不同意今日还款,yes
23,benrenshoucui,2.1,一次确认,今天可能不行呢给点时间好不好,今天可能不行呢给点时间好不好,3.2,不同意今日还款,yes
24,df,2.1,一次确认,我今天本来我今天身份证弄丢了明天今天星期天我身份证办理不了,我今天本来我今天身份证弄丢了明天今天星期天我身份证办理不了,3.2,不同意今日还款,yes
25,benrenshoucui,2.1,一次确认,玩不了,玩不了,3.2,不同意今日还款,yes
26,df,2.1,一次确认,我知道啊但是我每个月都是十五号十五号才打工资我十五号才给可以给你啊,我知道啊但是我每个月都是十五号才打工资我十五号才给可以给你啊,3.2,不同意今日还款,yes
27,df,2.1,一次确认,这周吧,这周吧,3.2,不同意今日还款,yes
28,benrenshoucui,2.1,一次确认,哦换个屁啊,哦换个屁啊,3.2,不同意今日还款,yes
29,df,2.1,一次确认,啊知道过两天给你,啊知道过两天给你,3.2,不同意今日还款,yes
30,RESC,2.1,一次确认,嗯嗯今天不行啊,嗯今天不行啊,3.2,不同意今日还款,yes
31,RESC,2.1,一次确认,嗯还解决不了我那个有的尽快找过去最近对焦怎么办,嗯还解决不了我那个有的尽快找过去最近对焦怎么办,3.2,不同意今日还款,yes
32,RESC,2.1,一次确认,现在还没有要过几天还款的到啊,现在还没有要过几天还款的到啊,3.2,不同意今日还款,yes
33,df,2.1,一次确认,要十五号的,要十五号的,3.2,不同意今日还款,yes
34,benrenshoucui,2.1,一次确认,啊明天差不多明,啊明天差不多明,3.2,不同意今日还款,yes
35,benrenshoucui,2.1,一次确认,啊不不能,啊不不能,3.2,不同意今日还款,yes
36,benrenshoucui,2.1,一次确认,十号十号给你打过来,十号给你打过来,3.2,不同意今日还款,yes
37,RESC,2.1,一次确认,啊你知道吧我没钱呐,啊你知道吧我没钱呐,3.2,不同意今日还款,yes
38,df,2.1,一次确认,哦哦十一号吧,哦十一号吧,3.2,不同意今日还款,yes
39,df,2.1,一次确认,啊十五号之前给他们处理了好吧因为上个月工资还没发,啊十五号之前给他们处理了好吧因为上个月工资还没发,3.2,不同意今日还款,yes
40,benrenshoucui,2.1,一次确认,过两天吧我今天,过两天吧我今天,3.2,不同意今日还款,yes
41,benrenshoucui,2.1,一次确认,那可能处理不了吧,那可能处理不了吧,3.2,不同意今日还款,yes
42,benrenshoucui,2.1,一次确认,啊今天查不了,啊今天查不了,3.2,不同意今日还款,yes
43,RESC,2.1,一次确认,嗯那个我还在想办法因为现在资金的出现一些问题,嗯那个我还在想办法因为现在资金的出现一些问题,3.2,不同意今日还款,yes
44,benrenshoucui,2.1,一次确认,我今天处理不了我说月底到星期五星期五晚上可以吗,我今天处理不了我说月底到星期五晚上可以吗,3.2,不同意今日还款,yes
45,RESC,2.1,一次确认,今天上班没办法,今天上班没办法,3.2,不同意今日还款,yes
46,benrenshoucui,2.1,一次确认,现在划不了大概时侯有吗,现在划不了大概时侯有吗,3.2,不同意今日还款,yes
47,RESC,2.1,一次确认,我现在还不行我有工资还没发,我现在还不行我有工资还没发,3.2,不同意今日还款,yes
48,benrenshoucui,2.1,一次确认,不行了所以说张勇为准,不行了所以说张勇为准,3.2,不同意今日还款,yes
49,benrenshoucui,2.1,一次确认,今天没有时间呢,今天没有时间呢,3.2,不同意今日还款,yes
50,benrenshoucui,2.1,一次确认,我们过几天我我,我们过几天我,3.2,不同意今日还款,yes
51,df,2.1,一次确认,啊知道知道哦这两天这两天发上去啊好,啊知道哦这两天这两天发上去啊好,3.2,不同意今日还款,yes
52,RESC,2.1,一次确认,嗯估计他不能,嗯估计他不能,3.2,不同意今日还款,yes
53,RESC,2.1,一次确认,哦这个大概暂时不能吧,哦这个大概暂时不能吧,3.2,不同意今日还款,yes
54,benrenshoucui,2.1,一次确认,今天都留不了,今天都留不了,3.2,不同意今日还款,yes
55,benrenshoucui,2.1,一次确认,额除以还款是十号到十一号嘛我每个月都是十号十一号发工资,额除以还款是十号到十一号嘛我每个月都是十号十一号发工资,3.2,不同意今日还款,yes
56,RESC,2.1,一次确认,嗯知道自己没有钱了,嗯知道自己没有钱了,3.2,不同意今日还款,yes
57,RESC,2.1,一次确认,今天处理不了过量吗个一点我想办法好吧,今天处理不了过量吗个一点我想办法好吧,3.2,不同意今日还款,yes
58,RESC,2.1,一次确认,今天还不能,今天还不能,3.2,不同意今日还款,yes
59,benrenshoucui,2.1,一次确认,今天不行到明天了,今天不行到明天了,3.2,不同意今日还款,yes
60,benrenshoucui,2.1,一次确认,哎今天不行你这样吧你你这样我你什么时候我这个卡里面我卡里面打了钱里面直接扣好吧,哎今天不行你这样吧你这样我你什么时候我这个卡里面我卡里面打了钱里面直接扣好吧,3.2,不同意今日还款,yes
61,benrenshoucui,2.1,一次确认,嗯怎么了我现在暂时呃过两天还吧好吧现在不在不在那个不在不知道我在外地,嗯怎么了我现在暂时呃过两天还吧好吧现在不在不在那个不在不知道我在外地,3.2,不同意今日还款,yes
62,benrenshoucui,2.1,一次确认,今天处理不了明天上午好吗明天上午,今天处理不了明天上午好吗明天上午,3.2,不同意今日还款,yes
63,benrenshoucui,2.1,一次确认,今天还不上我的上限,今天还不上我的上限,3.2,不同意今日还款,yes
64,benrenshoucui,2.1,一次确认,今天没办法,今天没办法,3.2,不同意今日还款,yes
65,df,2.1,一次确认,嗯我知道知道我想明天后天再大跨径作为一直凶猛吧,嗯我知道知道我想明天后天再大跨径作为一直凶猛吧,3.2,不同意今日还款,yes
66,benrenshoucui,2.1,一次确认,今天可能搞不好啊,今天可能搞不好啊,3.2,不同意今日还款,yes
67,benrenshoucui,2.1,一次确认,不能够处理了,不能够处理了,3.2,不同意今日还款,yes
68,RESC,2.1,一次确认,你今天让我知道应该还没发工资,你今天让我知道应该还没发工资,3.2,不同意今日还款,yes
69,benrenshoucui,2.1,一次确认,啊可以要晚一点吗,啊可以要晚一点吗,3.2,不同意今日还款,yes
70,RESC,2.1,一次确认,今天没有,今天没有,3.2,不同意今日还款,yes
71,df,2.1,一次确认,今天不能提额,今天不能提额,3.2,不同意今日还款,yes
72,benrenshoucui,2.1,一次确认,应该不行过个两三天了,应该不行过个两三天了,3.2,不同意今日还款,yes
73,RESC,2.1,一次确认,我想这没钱了,我想这没钱了,3.2,不同意今日还款,yes
74,benrenshoucui,2.1,一次确认,哎我我知道我在但是我就不知道怎么打电话通知你们我想推迟到星期二,哎我我知道我在但是我就不知道怎么打电话通知你们我想推迟到星期二,3.2,不同意今日还款,yes
75,benrenshoucui,2.1,一次确认,哦那跟我说了知道知道我这样我真正想通知里面我这两天我人在外地过过过一点过两天我就回来回来我就把那个上上上因为我早上钱已经不够我知道了到时候还不够,哦那跟我说了知道我这样我真正想通知里面我这两天我人在外地过过过一点过两天我就回来我就把那个上因为我早上钱已经不够我知道了到时候还不够,3.2,不同意今日还款,yes
76,benrenshoucui,2.1,一次确认,今天还不了就可以那天吧,今天还不了就可以那天吧,3.2,不同意今日还款,yes
77,df,2.1,一次确认,今天我还在外地外面呢,今天我还在外地外面呢,3.2,不同意今日还款,yes
78,RESC,2.1,一次确认,哦哦嗯嗯今天没办法先生不是,哦嗯今天没办法先生不是,3.2,不同意今日还款,yes
79,RESC,2.1,一次确认,嗯还得等几天到三十号吧,嗯还得等几天到三十号吧,3.2,不同意今日还款,yes
80,RESC,2.1,一次确认,啊能不能到三十号,啊能不能到三十号,3.2,不同意今日还款,yes
81,RESC,2.1,一次确认,我最近遇到了一点困难,我最近遇到了一点困难,3.2,不同意今日还款,yes
82,df,2.1,一次确认,哦后天吧,哦后天吧,3.2,不同意今日还款,yes
83,df,2.1,一次确认,今天搞了今天不在家,今天搞了今天不在家,3.2,不同意今日还款,yes
84,RESC,2.1,一次确认,呃今天就点一下下个月,呃今天就点一下下个月,3.2,不同意今日还款,yes
85,benrenshoucui,2.1,一次确认,今天不行谢谢,今天不行谢谢,3.2,不同意今日还款,yes
86,RESC,2.1,一次确认,我还不进去啊,我还不进去啊,3.2,不同意今日还款,yes
87,RESC,2.1,一次确认,嗯那给我看吧啊不是今天给我工资到这段时间没发给我没法,嗯那给我看吧啊不是今天给我工资到这段时间没发给我没法,3.2,不同意今日还款,yes
88,df,2.1,一次确认,啊没钱啊,啊没钱啊,3.2,不同意今日还款,yes
89,benrenshoucui,2.1,一次确认,不说今天星期天那还不了,不说今天星期天那还不了,3.2,不同意今日还款,yes
90,RESC,2.1,一次确认,曾经处理不了,曾经处理不了,3.2,不同意今日还款,yes
91,df,2.1,一次确认,你天天应该不行,你天天应该不行,3.2,不同意今日还款,yes
92,benrenshoucui,2.1,一次确认,哦我没有钱花不了进去,哦我没有钱花不了进去,3.2,不同意今日还款,yes
93,benrenshoucui,2.1,一次确认,明天可以吗因为今天有点事情我明天充值可以吧,明天可以吗因为今天有点事情我明天充值可以吧,3.2,不同意今日还款,yes
94,benrenshoucui,2.1,一次确认,我今天我没还,我今天我没还,3.2,不同意今日还款,yes
95,RESC,2.1,一次确认,嗯今天暂时没有,嗯今天暂时没有,3.2,不同意今日还款,yes
96,benrenshoucui,2.1,一次确认,哦今天有点困难明天可以你前面你你不是人工服务吧不是那个电脑吧,哦今天有点困难明天可以你前面你不是人工服务吧不是那个电脑吧,3.2,不同意今日还款,yes
97,df,2.1,一次确认,哦哦这个时间也忙的,哦这个时间也忙的,3.2,不同意今日还款,yes
98,df,2.1,一次确认,你老家所以说我这几天不在这个,你老家所以说我这几天不在这个,3.2,不同意今日还款,yes
99,df,2.1,一次确认,今天刚好没有钱换了没得吃,今天刚好没有钱换了没得吃,3.2,不同意今日还款,yes
100,benrenshoucui,2.1,一次确认,我今天不行就就这一半天发到公司吧后来我就处理好吧,我今天不行就这一半天发到公司吧后来我就处理好吧,3.2,不同意今日还款,yes
101,df,2.1,一次确认,今天呀今天可能不行吧,今天呀今天可能不行吧,3.2,不同意今日还款,yes
102,benrenshoucui,2.1,一次确认,今天还不上今天,今天还不上今天,3.2,不同意今日还款,yes
103,benrenshoucui,2.1,一次确认,处理不了我现在要长那边发出人家二十号发工资,处理不了我现在要长那边发出人家二十号发工资,3.2,不同意今日还款,yes
104,df,2.1,一次确认,今天不能啊我就说了十号,今天不能啊我就说了十号,3.2,不同意今日还款,yes
105,benrenshoucui,2.1,一次确认,我就这两天还进去吧,我就这两天还进去吧,3.2,不同意今日还款,yes
106,benrenshoucui,2.1,一次确认,今天不不行因为我刚才不跟你讲话原来之前就是实习有钱用的太多我十五号的话工资对吧允许呗对不对,今天不不行因为我刚才不跟你讲话原来之前就是实习有钱用的太多我十五号的话工资对吧允许呗对不对,3.2,不同意今日还款,yes
107,df,2.1,一次确认,喂哎今天还差一点在在工地要查的没还没有用够三千多他查一下,喂哎今天还差一点在工地要查的没还没有用够三千多他查一下,3.2,不同意今日还款,yes
108,benrenshoucui,2.1,一次确认,恩我今天还不上,恩我今天还不上,3.2,不同意今日还款,yes
109,benrenshoucui,2.1,一次确认,这个三天之内可以吗,这个三天之内可以吗,3.2,不同意今日还款,yes
110,benrenshoucui,2.1,一次确认,我不想还呢,我不想还呢,3.2,不同意今日还款,yes
111,RESC,2.1,一次确认,要迟些时候好像,要迟些时候好像,3.2,不同意今日还款,yes
112,benrenshoucui,2.1,一次确认,知道每天还得上去现在没钱,知道每天还得上去现在没钱,3.2,不同意今日还款,yes
113,benrenshoucui,2.1,一次确认,我今天不玩二十号在还我知道啊,我今天不玩二十号在还我知道啊,3.2,不同意今日还款,yes
114,benrenshoucui,2.1,一次确认,今天处理不了等两天,今天处理不了等两天,3.2,不同意今日还款,yes
115,df,2.1,一次确认,不缴,不缴,3.2,不同意今日还款,yes
116,df,2.1,一次确认,嗯今天不能够,嗯今天不能够,3.2,不同意今日还款,yes
117,benrenshoucui,2.1,一次确认,今天没有时间啊,今天没有时间啊,3.2,不同意今日还款,yes
118,benrenshoucui,2.1,一次确认,今天不能吧,今天不能吧,3.2,不同意今日还款,yes
119,benrenshoucui,2.1,一次确认,我今天来不了,我今天来不了,3.2,不同意今日还款,yes
120,benrenshoucui,2.1,一次确认,我现在人在外面出差我明天还可以吗,我现在人在外面出差我明天还可以吗,3.2,不同意今日还款,yes
121,df,2.1,一次确认,我知道我知道就这两天我会我回过来,我知道就这两天我会我回过来,3.2,不同意今日还款,yes
122,benrenshoucui,2.1,一次确认,我说四号今天不行,我说四号今天不行,3.2,不同意今日还款,yes
123,benrenshoucui,2.1,一次确认,还不上我说我刚才你说的呢,还不上我说我刚才你说的呢,3.2,不同意今日还款,yes
124,benrenshoucui,2.1,一次确认,现在没钱挂失电脑拷里面,现在没钱挂失电脑拷里面,3.2,不同意今日还款,yes
125,RESC,2.1,一次确认,今天今天有困难就可能三百号,今天有困难就可能三百号,3.2,不同意今日还款,yes
126,RESC,2.1,一次确认,今天能处理不了,今天能处理不了,3.2,不同意今日还款,yes
127,benrenshoucui,2.1,一次确认,嗯嗯今天可能不行因为那边呃我这边已经也是一直在这个要这个钱跟他他我明天,嗯今天可能不行因为那边呃我这边已经也是一直在这个要这个钱跟他我明天,3.2,不同意今日还款,yes
128,df,2.1,一次确认,你能放不了今天还不,你能放不了今天还不,3.2,不同意今日还款,yes
129,df,2.1,一次确认,我估计可能够呛因为我现在发工资的事去改了我之前是,我估计可能够呛因为我现在发工资的事去改了我之前是,3.2,不同意今日还款,yes
130,RESC,2.1,一次确认,我今天还不能,我今天还不能,3.2,不同意今日还款,yes
131,benrenshoucui,2.1,一次确认,停电还不了,停电还不了,3.2,不同意今日还款,yes
132,df,2.1,一次确认,我知道那实在是没有办法那个这它上面加班太晚了你你回复来完了之后就就延期了一天没有那实在是没有办法了呃延期了因为我没有空啊我也,我知道那实在是没有办法那个这它上面加班太晚了你回复来完了之后就延期了一天没有那实在是没有办法了呃延期了因为我没有空啊我也,3.2,不同意今日还款,yes
133,df,2.1,一次确认,什么意思你没钱吗,什么意思你没钱吗,3.2,不同意今日还款,yes
134,df,2.1,一次确认,你好今天处理不了,你好今天处理不了,3.2,不同意今日还款,yes
135,benrenshoucui,2.1,一次确认,今天处理不了我这边跑那个车那那前提还在没其他卡上,今天处理不了我这边跑那个车那前提还在没其他卡上,3.2,不同意今日还款,yes
136,benrenshoucui,2.1,一次确认,啊今天处理不了,啊今天处理不了,3.2,不同意今日还款,yes
137,RESC,2.1,一次确认,今天不能月底,今天不能月底,3.2,不同意今日还款,yes
138,df,2.1,一次确认,好这边不行,好这边不行,3.2,不同意今日还款,yes
139,df,2.1,一次确认,啊我刚才给他发那个信息他们没有回来我给他说说五月二十号之前给他还进去,啊我刚才给他发那个信息他们没有回来我给他说五月二十号之前给他还进去,3.2,不同意今日还款,yes
140,df,2.1,一次确认,所以我现在在老家没有和银行卡没有银行还款,所以我现在在老家没有和银行卡没有银行还款,3.2,不同意今日还款,yes
141,RESC,2.1,一次确认,六月,六月,3.2,不同意今日还款,yes
142,benrenshoucui,2.1,一次确认,嗯还不了,嗯还不了,3.2,不同意今日还款,yes
143,benrenshoucui,2.1,一次确认,今天没钱明天吧,今天没钱明天吧,3.2,不同意今日还款,yes
144,df,2.1,一次确认,今天处理不了不好意思,今天处理不了不好意思,3.2,不同意今日还款,yes
145,benrenshoucui,2.1,一次确认,哦今天不方便明天可以,哦今天不方便明天可以,3.2,不同意今日还款,yes
146,benrenshoucui,2.1,一次确认,今年在家园过不去,今年在家园过不去,3.2,不同意今日还款,yes
147,benrenshoucui,2.1,一次确认,我到明天,我到明天,3.2,不同意今日还款,yes
148,df,2.1,一次确认,上班搞忘了,上班搞忘了,3.2,不同意今日还款,yes
149,benrenshoucui,2.1,一次确认,不管是不是逻辑就是老子是肯定不行了,不管是不是逻辑就是老子是肯定不行了,3.2,不同意今日还款,yes
150,df,2.1,一次确认,那我根本没有钱呢,那我根本没有钱呢,3.2,不同意今日还款,yes
151,df,2.1,一次确认,啊我给他说了他答应我礼拜礼拜天之前嘛电量把这个不呃把这个错因为我这边的那个呃支票有点问题出去到呃就有电出了一点问题吗出来因为问题昨天提前没提到知道吧我今天还没提到的你知道不,啊我给他说了他答应我礼拜礼拜天之前嘛电量把这个不呃把这个错因为我这边的那个呃支票有点问题出去到呃就有电出了一点问题吗出来因为问题昨天提前没提到知道吧我今天还没提到的你知道不,3.2,不同意今日还款,yes
152,RESC,2.1,一次确认,警察处理不了,警察处理不了,3.2,不同意今日还款,yes
153,RESC,2.1,一次确认,再来一个月把它还了,再来一个月把它还了,3.2,不同意今日还款,yes
154,benrenshoucui,2.1,一次确认,今天可能没办法,今天可能没办法,3.2,不同意今日还款,yes
155,df,2.1,一次确认,你要往一点电还那我知道那个钱搞过来了就我就会,你要往一点电还那我知道那个钱搞过来了就我就会,3.2,不同意今日还款,yes
156,benrenshoucui,2.1,一次确认,这等这两天不,这等这两天不,3.2,不同意今日还款,yes
157,RESC,2.1,一次确认,你一号吧,你一号吧,3.2,不同意今日还款,yes
158,df,2.1,一次确认,哦我是这样子的你能不能帮我的时间可能今天啦行不行,哦我是这样子的你能不能帮我的时间可能今天啦行不行,3.2,不同意今日还款,yes
159,RESC,2.1,一次确认,星期一吗星期一一定要我没退,星期一吗星期一一定要我没退,3.2,不同意今日还款,yes
160,df,2.1,一次确认,啊知道啦过两天,啊知道啦过两天,3.2,不同意今日还款,yes
161,benrenshoucui,2.1,一次确认,今天还不行是放假我还在放假中,今天还不行是放假我还在放假中,3.2,不同意今日还款,yes
162,RESC,2.1,一次确认,啊今天处理不了啊这这这,啊今天处理不了啊这,3.2,不同意今日还款,yes
163,RESC,2.1,一次确认,哦我知道我那个下个月还掉,哦我知道我那个下个月还掉,3.2,不同意今日还款,yes
164,df,2.1,一次确认,啊我想请问一下可不可以就是你宽限那个呃一两天,啊我想请问一下可不可以就是你宽限那个呃一两天,3.2,不同意今日还款,yes
165,RESC,2.1,一次确认,今天不行因为,今天不行因为,3.2,不同意今日还款,yes
166,benrenshoucui,2.1,一次确认,哦今天可能不行,哦今天可能不行,3.2,不同意今日还款,yes
167,df,2.1,一次确认,今天换不了了要,今天换不了了要,3.2,不同意今日还款,yes
168,df,2.1,一次确认,啊我是咋回事呢我说要是这个钱我不给他交我现在跟他俩真到离婚了他把车开走了,啊我是咋回事呢我说要是这个钱我不给他交我现在跟他俩真到离婚了他把车开走了,3.2,不同意今日还款,yes
169,df,2.1,一次确认,也不行明天也不行,也不行明天也不行,3.2,不同意今日还款,yes
170,benrenshoucui,2.1,一次确认,我就是我提现了今天还没到账的我提到,我就是我提现了今天还没到账的我提到,3.2,不同意今日还款,yes
171,df,2.1,一次确认,呃这天这天气啊今天可能发不了这几天,呃这天这天气啊今天可能发不了这几天,3.2,不同意今日还款,yes
172,benrenshoucui,2.1,一次确认,明天吧现在没时间了好吧,明天吧现在没时间了好吧,3.2,不同意今日还款,yes
173,benrenshoucui,2.1,一次确认,我今天没有网银明天存我有钱没有网页评点出来啊,我今天没有网银明天存我有钱没有网页评点出来啊,3.2,不同意今日还款,yes
174,RESC,2.1,一次确认,啊今天今天还不行,啊今天还不行,3.2,不同意今日还款,yes
175,benrenshoucui,2.1,一次确认,知道我的日到要到二十号才有才还款现在,知道我的日到要到二十号才有才还款现在,3.2,不同意今日还款,yes
176,RESC,2.1,一次确认,哦哦今天不行英文,哦今天不行英文,3.2,不同意今日还款,yes
177,benrenshoucui,2.1,一次确认,你今天不能,你今天不能,3.2,不同意今日还款,yes
178,benrenshoucui,2.1,一次确认,今天暂时还不上,今天暂时还不上,3.2,不同意今日还款,yes
179,df,2.1,一次确认,嗯没办法了好多遍了,嗯没办法了好多遍了,3.2,不同意今日还款,yes
180,benrenshoucui,2.1,一次确认,那你给我发过来我就今天还明天还不也行嘛你告诉他晚的,那你给我发过来我就今天还明天还不也行嘛你告诉他晚的,3.2,不同意今日还款,yes
181,benrenshoucui,2.1,一次确认,我我不还款,我不还款,3.2,不同意今日还款,yes
182,RESC,2.1,一次确认,那时间有点困难的,那时间有点困难的,3.2,不同意今日还款,yes
183,RESC,2.1,一次确认,今天晚上不是今天还不了啊,今天晚上不是今天还不了啊,3.2,不同意今日还款,yes
184,benrenshoucui,2.1,一次确认,哦就是知道但是我现在那个办公怎么过两天可以吗,哦就是知道但是我现在那个办公怎么过两天可以吗,3.2,不同意今日还款,yes
185,benrenshoucui,2.1,一次确认,今天不能我要迟两天才能要八号以后,今天不能我要迟两天才能要八号以后,3.2,不同意今日还款,yes
186,benrenshoucui,2.1,一次确认,啊今天还不行,啊今天还不行,3.2,不同意今日还款,yes
187,df,2.1,一次确认,那个我现在的话才两天就吃了完了再补办我是这个金补办的话就说还没下来这大概我今天去做的话大概在,那个我现在的话才两天就吃了完了再补办我是这个金补办的话就说还没下来这大概我今天去做的话大概在,3.2,不同意今日还款,yes
188,benrenshoucui,2.1,一次确认,哦就是明天,哦就是明天,3.2,不同意今日还款,yes
189,RESC,2.1,一次确认,嗯今天不行都吓个礼拜了,嗯今天不行都吓个礼拜了,3.2,不同意今日还款,yes
190,benrenshoucui,2.1,一次确认,呃今天不行我现在在外地我过两天回来那啥回到那个啥回家以后就给您转过去啊,呃今天不行我现在在外地我过两天回来那啥回到那个啥回家以后就给您转过去啊,3.2,不同意今日还款,yes
191,benrenshoucui,2.1,一次确认,今天不可以我我要申请延期,今天不可以我要申请延期,3.2,不同意今日还款,yes
192,df,2.1,一次确认,哦你那个看我工资没到我这怎么处理,哦你那个看我工资没到我这怎么处理,3.2,不同意今日还款,yes
193,RESC,2.1,一次确认,今天处理不了我怎么过来就发工资发工资我说的,今天处理不了我怎么过来就发工资我说的,3.2,不同意今日还款,yes
194,benrenshoucui,2.1,一次确认,呃它不是有三天的宽限期的,呃它不是有三天的宽限期的,3.2,不同意今日还款,yes
195,df,2.1,一次确认,明天不行我在我心上,明天不行我在我心上,3.2,不同意今日还款,yes
196,benrenshoucui,2.1,一次确认,恩应该到明天,恩应该到明天,3.2,不同意今日还款,yes
197,df,2.1,一次确认,啊今天的不行,啊今天的不行,3.2,不同意今日还款,yes
198,df,2.1,一次确认,我在十五号之前处理可以吧,我在十五号之前处理可以吧,3.2,不同意今日还款,yes
199,df,2.1,一次确认,啊我知道知道嗯明天我这后天我把钱存上,啊我知道知道嗯明天我这后天我把钱存上,3.2,不同意今日还款,yes
200,RESC,2.1,一次确认,哦今天可能出去不着吧我下个月十五号之前全部处理掉,哦今天可能出去不着吧我下个月十五号之前全部处理掉,3.2,不同意今日还款,yes
201,benrenshoucui,2.1,一次确认,啊不可以大概两三天吧谢谢你啊,啊不可以大概两三天吧谢谢你啊,3.2,不同意今日还款,yes
202,benrenshoucui,2.1,一次确认,不是我今天反不完我在我在二十六号二十六号早上扣款吧,不是我今天反不完我在我在二十六号二十六号早上扣款吧,3.2,不同意今日还款,yes
203,RESC,2.1,一次确认,今天没办法就是没办法拿出看病花了一大笔钱宝贝你看你发了一大笔钱,今天没办法就是没办法拿出看病花了一大笔钱宝贝你看你发了一大笔钱,3.2,不同意今日还款,yes
204,benrenshoucui,2.1,一次确认,那天今天还不上现在有点事情,那天今天还不上现在有点事情,3.2,不同意今日还款,yes
205,df,2.1,一次确认,不用今天我拿不出来这样吧你能不能拖到五号那样可以吗,不用今天我拿不出来这样吧你能不能拖到五号那样可以吗,3.2,不同意今日还款,yes
206,df,2.1,一次确认,电台不行就要过几天吗,电台不行就要过几天吗,3.2,不同意今日还款,yes
207,benrenshoucui,2.1,一次确认,今天不处理,今天不处理,3.2,不同意今日还款,yes
208,benrenshoucui,2.1,一次确认,嗯今天换不了今天今天有事,嗯今天换不了今天有事,3.2,不同意今日还款,yes
209,df,2.1,一次确认,明天弄不了,明天弄不了,3.2,不同意今日还款,yes
210,benrenshoucui,2.1,一次确认,天不能可能要明后天,天不能可能要明后天,3.2,不同意今日还款,yes
211,benrenshoucui,2.1,一次确认,下月,下月,3.2,不同意今日还款,yes
212,benrenshoucui,2.1,一次确认,而基金不能可能要等个,而基金不能可能要等个,3.2,不同意今日还款,yes
213,benrenshoucui,2.1,一次确认,嗯嗯六号吧,嗯六号吧,3.2,不同意今日还款,yes
214,df,2.1,一次确认,可能要月底,可能要月底,3.2,不同意今日还款,yes
215,benrenshoucui,2.1,一次确认,就今天不行邮箱,就今天不行邮箱,3.2,不同意今日还款,yes
216,RESC,2.1,一次确认,星期一可不可以,星期一可不可以,3.2,不同意今日还款,yes
217,RESC,2.1,一次确认,嗯你知道我现在没钱,嗯你知道我现在没钱,3.2,不同意今日还款,yes
218,RESC,2.1,一次确认,我今天不行啊,我今天不行啊,3.2,不同意今日还款,yes
219,benrenshoucui,2.1,一次确认,成不了,成不了,3.2,不同意今日还款,yes
220,benrenshoucui,2.1,一次确认,今天不行今天我在外面没法存的明天不可以吗,今天不行今天我在外面没法存的明天不可以吗,3.2,不同意今日还款,yes
221,benrenshoucui,2.1,一次确认,呃明天后天后天晚上我现在没在家后天,呃明天后天晚上我现在没在家后天,3.2,不同意今日还款,yes
222,df,2.1,一次确认,我不是说了嘛用完几天还没发工资发工资,我不是说了嘛用完几天还没发工资,3.2,不同意今日还款,yes
